DATE,20220215
1,東京,04:41,品川,04:53,京浜東北線,,,大船行,6,5
1,品川,05:10,小田原,06:21,東海道本線,,,小田原行,11,
1,小田原,06:22,熱海,06:45,東海道本線,,,熱海行,4,
1,熱海,06:49,浜松,09:18,東海道本線,,,浜松行,4,
1,浜松,09:23,豊橋,09:57,東海道本線,,,豊橋行,3,
1,豊橋,10:02,大垣,11:32,東海道本線,,,大垣行,,
